gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000095887,Gm10096,predicted gene 10096,NCBIGene:100039377,
ENSMUSG00000087462,Gm2200,predicted gene 2200,,
ENSMUSG00000085489,Gm3669,predicted gene 3669,,
ENSMUSG00000073257,Gm10488,predicted gene 10488,NCBIGene:100042109,
ENSMUSG00000085060,E330016L19Rik,RIKEN cDNA E330016L19 gene,NCBIGene:414104,
ENSMUSG00000073255,Gm14632,predicted gene 14632,NCBIGene:100042144,
ENSMUSG00000085989,Gm7437,predicted gene 7437,,
ENSMUSG00000085325,Gm14974,predicted gene 14974,,
ENSMUSG00000094759,Gm10487,predicted gene 10487,NCBIGene:100039467,
ENSMUSG00000094391,Btbd35f29,"BTB domain containing 35, family member 29",NCBIGene:100862067,no expression
ENSMUSG00000095754,Spin2f,"spindlin family, member 2F",NCBIGene:108168466,
ENSMUSG00000118441,Btbd35f26,"BTB domain containing 35, family member 26",NCBIGene:100040458,no expression
ENSMUSG00000118465,CT867961.1,"BTB domain containing 35, family member 19",NCBIGene:100040448,no expression
ENSMUSG00000096645,Spin2e,"spindlin family, member 2E",NCBIGene:100862118,
ENSMUSG00000118431,Btbd35f25,"BTB domain containing 35, family member 25",NCBIGene:100862274,
ENSMUSG00000095770,Gm21637,"predicted gene, 21637",NCBIGene:100862314,no expression
ENSMUSG00000118402,CT868697.1,"BTB domain containing 35, family member 22",NCBIGene:100862323,no expression
ENSMUSG00000096194,Btbd35f2,"BTB domain containing 35, family member 2",NCBIGene:100040482,no expression
ENSMUSG00000118459,Btbd35f1,"BTB domain containing 35, family member 1",NCBIGene:71847,no expression
ENSMUSG00000094601,Gm5926,predicted gene 5926,NCBIGene:546205,no expression
ENSMUSG00000099711,Btbd35f21,"BTB domain containing 35, family member 21",NCBIGene:100862329,no expression
ENSMUSG00000118405,FQ976806.1,"BTB domain containing 35, family member 30",,no expression
ENSMUSG00000118409,Btbd35f1,"BTB domain containing 35, family member 1",NCBIGene:100040533,no expression
ENSMUSG00000101500,Btbd35f12,"BTB domain containing 35, family member 12",NCBIGene:100040606,no expression
ENSMUSG00000101294,Btbd35f15,"BTB domain containing 35, family member 15",NCBIGene:100040698,no expression
ENSMUSG00000095934,Btbd35f13,"BTB domain containing 35, family member 13",NCBIGene:100040722,no expression
ENSMUSG00000078324,Btbd35f14,"BTB domain containing 35, family member 14",NCBIGene:100040732,no expression
ENSMUSG00000096915,Btbd35f6,"BTB domain containing 35, family member 6",NCBIGene:100040781,no expression
ENSMUSG00000118429,CU019598.1,"BTB domain containing 35, family member 9",NCBIGene:100862369,no expression
ENSMUSG00000095659,Spin2g,"spindlin family, member 2G",NCBIGene:108168468,
ENSMUSG00000118438,Btbd35f8,"BTB domain containing 35, family member 8",NCBIGene:100862389,no expression
ENSMUSG00000087491,Gm14552,predicted gene 14552,,
ENSMUSG00000073247,Gm10486,predicted gene 10486,NCBIGene:100039550,
ENSMUSG00000086757,Gm2309,predicted gene 2309,NCBIGene:105247277,
ENSMUSG00000085000,Gm14553,predicted gene 14553,,
ENSMUSG00000073245,Gm14819,predicted gene 14819,NCBIGene:100039585,
ENSMUSG00000031093,Dock11,dedicator of cytokinesis 11,NCBIGene:75974,
ENSMUSG00000017057,Il13ra1,"interleukin 13 receptor, alpha 1",NCBIGene:16164,
ENSMUSG00000036699,Zcchc12,"zinc finger, CCHC domain containing 12",NCBIGene:72693,
ENSMUSG00000016239,Lonrf3,LON peptidase N-terminal domain and ring finger 3,NCBIGene:74365,
ENSMUSG00000079642,Gm6268,predicted gene 6268,,
ENSMUSG00000091556,Gm14569,predicted gene 14569,NCBIGene:101055983,
ENSMUSG00000006373,Pgrmc1,progesterone receptor membrane component 1,NCBIGene:53328,
ENSMUSG00000059708,Akap17b,A kinase (PRKA) anchor protein 17B,NCBIGene:338351,
ENSMUSG00000037636,Slc25a43,"solute carrier family 25, member 43",NCBIGene:194744,
ENSMUSG00000016319,Slc25a5,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",NCBIGene:11740,
ENSMUSG00000084990,Gm14549,predicted gene 14549,,
ENSMUSG00000006423,C330007P06Rik,RIKEN cDNA C330007P06 gene,NCBIGene:77644,
ENSMUSG00000016308,Ube2a,ubiquitin-conjugating enzyme E2A,NCBIGene:22209,
ENSMUSG00000044149,Nkrf,NF-kappaB repressing factor,NCBIGene:77286,
ENSMUSG00000087155,Gm15008,predicted gene 15008,NCBIGene:100534633,
ENSMUSG00000050379,Sept6,septin 6,NCBIGene:56526,
ENSMUSG00000044400,Sowahd,sosondowah ankyrin repeat domain family member D,NCBIGene:245381,
ENSMUSG00000079641,Rpl39,ribosomal protein L39,NCBIGene:67248,
ENSMUSG00000036572,Upf3b,UPF3 regulator of nonsense transcripts homolog B (yeast),NCBIGene:68134,
ENSMUSG00000016409,Nkap,NFKB activating protein,NCBIGene:67050,
ENSMUSG00000036551,Akap14,A kinase (PRKA) anchor protein 14,NCBIGene:434756,
ENSMUSG00000016427,Ndufa1,NADH:ubiquinone oxidoreductase subunit A1,NCBIGene:54405,
ENSMUSG00000036537,Rnf113a1,ring finger protein 113A1,NCBIGene:69942,
ENSMUSG00000073243,Gm9,predicted gene 9,NCBIGene:194854,
ENSMUSG00000071773,Rhox1,reproductive homeobox 1,NCBIGene:385343,
ENSMUSG00000051827,Rhox2a,reproductive homeobox 2A,NCBIGene:75199,
ENSMUSG00000071772,Rhox3a,reproductive homeobox 3A,NCBIGene:382209,
ENSMUSG00000079639,Rhox4a,reproductive homeobox 4A,NCBIGene:664609,
ENSMUSG00000095601,Rhox3a2,reproductive homeobox 3A2,NCBIGene:100861623,no expression
ENSMUSG00000094945,Rhox4a2,reproductive homeobox 4A2,NCBIGene:100861640,
ENSMUSG00000079638,Rhox2b,reproductive homeobox 2B,NCBIGene:100039913,
ENSMUSG00000071771,Rhox4b,reproductive homeobox 4B,NCBIGene:57737,
ENSMUSG00000079637,Rhox2c,reproductive homeobox 2C,NCBIGene:100039948,
ENSMUSG00000079636,Rhox3c,reproductive homeobox 3C,NCBIGene:100135654,
ENSMUSG00000079635,Rhox4c,reproductive homeobox 4C,NCBIGene:434759,
ENSMUSG00000095698,Rhox2d,reproductive homeobox 2D,NCBIGene:434760,
ENSMUSG00000079633,Rhox4d,reproductive homeobox 4D,NCBIGene:664610,
ENSMUSG00000096788,Rhox2e,reproductive homeobox 2E,NCBIGene:100040016,
ENSMUSG00000059626,Rhox3e,reproductive homeobox 3E,NCBIGene:100135657,
ENSMUSG00000071770,Rhox4e,reproductive homeobox 4E,NCBIGene:194856,
ENSMUSG00000095741,Rhox2f,reproductive homeobox 2F,NCBIGene:434764,
ENSMUSG00000095510,Rhox3f,reproductive homeobox 3F,NCBIGene:621852,
ENSMUSG00000079630,Rhox4f,reproductive homeobox 4F,NCBIGene:636177,
ENSMUSG00000080933,Rhox3g,reproductive homeobox 3G,NCBIGene:546294,
ENSMUSG00000079629,Rhox2g,reproductive homeobox 2G,NCBIGene:434766,
ENSMUSG00000079628,Rhox4g,reproductive homeobox 4G,NCBIGene:664608,
ENSMUSG00000071769,Rhox3h,reproductive homeobox 3H,NCBIGene:434758,
ENSMUSG00000079627,Rhox2h,reproductive homeobox 2H,NCBIGene:622301,
ENSMUSG00000095180,Rhox5,reproductive homeobox 5,NCBIGene:18617,
ENSMUSG00000006200,Rhox6,reproductive homeobox 6,NCBIGene:19202,
ENSMUSG00000071767,Rhox7a,reproductive homeobox 7A,NCBIGene:547168,
ENSMUSG00000064137,Rhox8,reproductive homeobox 8,NCBIGene:434768,
ENSMUSG00000079626,Rhox7b,reproductive homeobox 7B,NCBIGene:436198,
ENSMUSG00000068048,Rhox9,reproductive homeobox 9,NCBIGene:104384,
ENSMUSG00000068173,Btg1-ps1,"B cell translocation gene 1, anti-proliferative, pseudogene 1",NCBIGene:436199,
ENSMUSG00000098348,Btg1-ps2,"B cell translocation gene 1, anti-proliferative, pseudogene 2",NCBIGene:194735,
ENSMUSG00000053909,Rhox10,reproductive homeobox 10,NCBIGene:434769,
ENSMUSG00000051038,Rhox11,reproductive homeobox 11,NCBIGene:194738,
ENSMUSG00000071766,Rhox12,reproductive homeobox 12,NCBIGene:382282,
ENSMUSG00000050197,Rhox13,reproductive homeobox 13,NCBIGene:73614,
ENSMUSG00000048047,Zbtb33,zinc finger and BTB domain containing 33,NCBIGene:56805,
ENSMUSG00000036502,Tmem255a,transmembrane protein 255A,NCBIGene:245386,
ENSMUSG00000016327,Atp1b4,"ATPase, (Na+)/K+ transporting, beta 4 polypeptide",NCBIGene:67821,
ENSMUSG00000016534,Lamp2,lysosomal-associated membrane protein 2,NCBIGene:16784,
ENSMUSG00000087390,Gm7598,predicted gene 7598,,
ENSMUSG00000031095,Cul4b,cullin 4B,NCBIGene:72584,
ENSMUSG00000000355,Mcts1,malignant T cell amplified sequence 1,NCBIGene:68995,
ENSMUSG00000048970,C1galt1c1,C1GALT1-specific chaperone 1,NCBIGene:59048,
ENSMUSG00000085635,Gm14565,predicted gene 14565,,
ENSMUSG00000051361,6030498E09Rik,RIKEN cDNA 6030498E09 gene,NCBIGene:77883,
ENSMUSG00000079619,Cypt15,cysteine-rich perinuclear theca 15,,
ENSMUSG00000095240,Cypt14,cysteine-rich perinuclear theca 14,,
ENSMUSG00000086157,Gm14643,predicted gene 14643,,
ENSMUSG00000001986,Gria3,"glutamate receptor, ionotropic, AMPA3 (alpha 3)",NCBIGene:53623,
ENSMUSG00000037475,Thoc2,THO complex 2,NCBIGene:331401,
ENSMUSG00000025860,Xiap,X-linked inhibitor of apoptosis,NCBIGene:11798,
ENSMUSG00000025862,Stag2,stromal antigen 2,NCBIGene:20843,
ENSMUSG00000105993,Tex13c2,TEX13 family member C2,NCBIGene:100039899,
ENSMUSG00000005696,Sh2d1a,SH2 domain containing 1A,NCBIGene:20400,
ENSMUSG00000016150,Tenm1,teneurin transmembrane protein 1,NCBIGene:23963,
ENSMUSG00000078320,Tex13c1,TEX13 family member C1,NCBIGene:637093,
ENSMUSG00000050926,Dcaf12l2,DDB1 and CUL4 associated factor 12-like 2,NCBIGene:245403,
ENSMUSG00000045284,Dcaf12l1,DDB1 and CUL4 associated factor 12-like 1,NCBIGene:245404,
ENSMUSG00000037086,Prr32,proline rich 32,NCBIGene:68800,
ENSMUSG00000085157,4930515L19Rik,RIKEN cDNA 4930515L19 gene,NCBIGene:75133,
ENSMUSG00000046615,Actrt1,actin-related protein T1,NCBIGene:73360,
ENSMUSG00000101233,Gm29242,predicted gene 29242,,
ENSMUSG00000031099,Smarca1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",NCBIGene:93761,
ENSMUSG00000001173,Ocrl,"OCRL, inositol polyphosphate-5-phosphatase",NCBIGene:320634,
ENSMUSG00000037010,Apln,apelin,NCBIGene:30878,
ENSMUSG00000037005,Xpnpep2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",NCBIGene:170745,
ENSMUSG00000031101,Sash3,SAM and SH3 domain containing 3,NCBIGene:74131,
ENSMUSG00000036985,Zdhhc9,"zinc finger, DHHC domain containing 9",NCBIGene:208884,
ENSMUSG00000063785,Utp14a,UTP14A small subunit processome component,NCBIGene:72554,
ENSMUSG00000036959,Bcorl1,BCL6 co-repressor-like 1,NCBIGene:320376,
ENSMUSG00000031103,Elf4,E74-like factor 4 (ets domain transcription factor),NCBIGene:56501,
ENSMUSG00000036932,Aifm1,"apoptosis-inducing factor, mitochondrion-associated 1",NCBIGene:26926,
ENSMUSG00000031104,Rab33a,"RAB33A, member RAS oncogene family",NCBIGene:19337,
ENSMUSG00000036916,Zfp280c,zinc finger protein 280C,NCBIGene:208968,
ENSMUSG00000031105,Slc25a14,"solute carrier family 25 (mitochondrial carrier, brain), member 14",NCBIGene:20523,
ENSMUSG00000051209,Gpr119,G-protein coupled receptor 119,NCBIGene:236781,
ENSMUSG00000031107,Rbmx2,"RNA binding motif protein, X-linked 2",NCBIGene:209003,
ENSMUSG00000079606,Gm595,predicted gene 595,NCBIGene:209005,
ENSMUSG00000031109,Enox2,ecto-NOX disulfide-thiol exchanger 2,NCBIGene:209224,
ENSMUSG00000087369,Gm14696,predicted gene 14696,NCBIGene:102638827,
ENSMUSG00000086948,Gm14697,predicted gene 14697,,
ENSMUSG00000036198,Arhgap36,Rho GTPase activating protein 36,NCBIGene:75404,
ENSMUSG00000071764,Olfr1320,olfactory receptor 1320,NCBIGene:236784,
ENSMUSG00000067971,Olfr1321,olfactory receptor 1321,NCBIGene:236785,
ENSMUSG00000031111,Igsf1,"immunoglobulin superfamily, member 1",NCBIGene:209268,
ENSMUSG00000056281,Olfr1322,olfactory receptor 1322,NCBIGene:257978,
ENSMUSG00000050504,Olfr1323,olfactory receptor 1323,NCBIGene:258385,
ENSMUSG00000048173,Olfr1324,olfactory receptor 1324,NCBIGene:258289,
ENSMUSG00000085396,Firre,functional intergenic repeating RNA element,NCBIGene:103012,
ENSMUSG00000031112,Stk26,serine/threonine kinase 26,NCBIGene:70415,
